"SongNumber","Title","ArtistName","AlbumName","ArtistLatitude","ArtistLongitude","ArtistLocation","Duration","Loudness","Hotness","Tempo","Year","KeySignature","KeySignatureConfidence","TimeSignature","TimeSignatureConfidence"
183,"Mama's Boy","Suzi Quatro","The Wild One - The Greatest Hits",42.33168,-83.04792,"Detroit MI",217.46893,-11.314,0.6377832857,168.165,1979,4,0.924,1,0
184,"I'm Poured Out Like Water","Tel Basta","Lickerish",,,,220.36853,-12.383,"nan",120.349,1996,9,0.421,3,0.598
185,"Catalyst (LP Version)","Epidemic","Epidemic",53.95333,-1.08342,"York",205.19138,-5.192,"nan",129.333,0,2,0.374,4,0.92
186,"Ghastly Indoctrination","Dark Fortress","Séance",,,,459.33669,-7.57,0.7099099375,115.37,2006,1,0.017,4,0
187,"Midnight Wind","Jimmy Wakely","Vintage Collections",34.31109,-94.02978,"Mineola AR",171.4673,-13.683,0,88.314,0,0,0.052,7,0.388
188,"Dirty Movies"" (Album Version)","Van Halen","Fair Warning",,,"Pasadena CA",248.00608,-6.635,0.5890156589,184.012,1981,1,1,4,0
189,"Vuelve Junto A Mi","Los Chichos","Amor Y Ruleta",,,,242.80771,-8.707,"nan",152.857,1979,5,0.129,4,0.929
190,"Smile","Marvin Sapp","Be Exalted",42.99671,-85.59012,"Grand Rapids MI",264.09751,-8.299,0.3195659869,97.022,0,9,0.352,4,0.565
191,"The Sun Shines From You","Teenage Fanclub","Howdy!",,,"Glasgow Scotland",204.77342,-5.013,0.6720729764,127.811,2000,8,0.854,4,0
192,"Battle Of The Tom Tom","Shaman","Irresistible Meltdown Vol. 2",-14.24292,-54.38783,"Brazil",445.77914,-10.329,0,138.001,0,9,0.474,4,0.466
193,"Night Cruiser (Album Version)","Deodato","Night Cruiser",,,,378.09587,-13.362,0.4944895175,113.52,0,10,0.455,4,1
194,"Toot Toot Dixie Bound","Birmingham Jubilee Singers","Birmingham Jubilee Singers Vol. 2 (1927-1930)",,,,184.00608,-14.886,"nan",81.647,0,10,0.469,4,0.753
195,"Kick Jump - Part Jump","Cobra Killer","Cobra Killer",,,,112.19546,-10.672,0.3409227559,86.96,1998,3,0.461,3,0.3
196,"Poaki","Nicholas","Apiti_ vol. 3",,,,152.68526,-12.504,"nan",180.874,0,9,0,4,0
197,"Rise","Eddie Turner","Rise",,,,306.78159,-6.398,0.5317220984,91.084,2005,2,0.591,4,0.686
198,"There Is a Way","Jeff & Sheri Easter","By Request",,,,241.99791,-8.17,"nan",156.139,0,9,0.483,4,0.251
199,"Only A Look","The Nelons","Glad You're Here",,,,237.03465,-12.16,"nan",107.779,0,11,0.608,3,1
200,"Just A Phase","Incubus","Live in Malaysia 2004",37.27188,-119.27023,"California",353.77587,-8.744,0.7096992899,107.922,2001,9,0.684,4,0.492
201,"I'm Gonna Cry Til' My Tears Run Dry","Irma Thomas","Straight From The Soul",30.43883,-90.44116,"Ponchatoula LA",146.88608,-10.22,0.4051157217,183.882,2004,5,0.347,3,0.844
202,"Just A Little Bit Of You","Michael Jackson","Soulsation! The 25th Anniversary Collection",,,,192.57424,-7.98,"nan",110.28,1975,1,0.544,4,0.087
203,"Fuckin' Wita Psycho","X-Raided","X-Filez V.1: 24 Garden Blocc Classics",,,,359.65342,-6.644,"nan",178.934,0,10,0.427,4,0.42
204,"Werther - Lyric Drama in four Acts/Act I/Rêve! Extase! Bonheur!","Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski","Massenet: Werther",,,,234.26567,-18.149,"nan",77.235,0,10,0.356,3,0.713
205,"Losin' End (LP Version)","Michael McDonald","If That's What It Takes",,,"St. Louis MO",255.32036,-22.073,"nan",128.835,0,7,0.702,4,0.047
206,"Love & Devotion","Sizzla","Riddim Driven: Wanted",,,,197.48526,-6.382,0,131.868,2003,5,0.022,5,0.921
207,"My Girlfriend's Friend","The Refreshments","24-7",,,,195.39546,-5.95,0.3700250745,191.436,0,7,0.678,1,0
208,"Everything's Gonna Be Alright (Live Version)","King Curtis with Jack Dupree","Blues At Montreux",32.74863,-97.32925,"Fort Worth TX",329.19465,-11.922,"nan",158.121,0,5,0.651,3,0.886
209,"Do It","DJ Nasty","Tha Remixes Vol. 2",,,,191.84281,-3.786,"nan",100.013,0,1,0.465,1,0.986
210,"It Is What It Is (feat. Anton X)","Omni","It Is What It Is",34.05349,-118.24532,"Los Angeles CA",479.9473,-6.566,"nan",240.263,0,10,0.863,4,1
211,"Width Of The World","Tin Hat Trio","Helium",,,,407.06567,-12.957,"nan",144.012,2000,7,0.895,3,0.708
212,"Houston Anthem","DJ Nasty","Tha Remixes Vol. 19",,,,188.26404,-3.586,"nan",145.008,0,1,0.382,4,0.814
213,"Pegadito","Tommy Torres","Pegadito",,,,219.21914,-7.492,0.6874706409,165.977,0,9,0.407,4,0.614
214,"More Than One Love","Venice","More Than One Love",44.00118,-71.6342,"New Hampshire USA",186.40934,-9.236,"nan",136.861,0,4,0.67,4,0.398
215,"Til The Storm Passes By","Bill & Gloria Gaither","Turn Your Radio On",,,,175.15057,-17.452,0,75.06,0,10,0.727,3,1
216,"Fire (Orange Factory Dub)","Dolce; Orange Factory","Fire",35.30914,-98.52102,"Oklahoma",419.76118,-6.497,"nan",202.052,0,10,0.104,3,1
217,"Dinner Party Pool Music","Angelo Badalamenti","Mulholland Drive",40.14323,-74.72671,"New Jersey",86.56934,-23.476,0.6748338761,90.336,2001,1,0.267,7,0
218,"Music Of The Sun","Rihanna","Music Of The Sun",13.11199,-59.59895,"St Michael Barbados ",235.98975,-8.298,0.668601101,85.976,2005,0,0.647,4,0.973
219,"Street Lights","Kanye West","808s & Heartbreak",,,"Atlanta GA",189.962,-9.644,0.8145172412,125.593,2008,1,0.58,3,0.432
220,"Curiosity","The Jets","Back to Back - Atlantic Starr & The Jets",,,,280.65914,-9.923,"nan",122.954,0,10,0.12,4,0.992
221,"I'm All Yours (LP Version)","Rachael Lampa","Blessed: The Best Of Rachael Lampa",,,,269.00853,-2.224,0,101.905,0,4,0.24,4,0.636
222,"Shape Of My Heart","Backstreet Boys","Black & Blue",28.53823,-81.37739,"Orlando FL",173.5571,-5.47,"nan",86.693,2000,11,0.505,3,1
223,"Love Selecta (feat Iffectz & Marwa)","Alex","Self Control",,,,247.43138,-6.023,0,127.979,0,1,0.838,4,0
224,"Rossignol Montmartrois (Polka)","Jo Privat","Dansez Avec Jo Privat",,,,146.57261,-7.828,"nan",122.093,0,6,0.107,4,0.844
225,"Get On Our Own","Buzzcocks","French",51.50632,-0.12714,"London / Ex-Manchester",144.77016,-11.058,"nan",181.421,1978,9,0.9,4,0.235
226,"Just My Baby","Rickie Lee Jones","Live at Red Rocks",,,"Chicago IL",314.72281,-9.785,"nan",147.736,1989,10,0.615,3,0.899
227,"Anybody Seen My Girl","Keb'Mo'","Keb' Mo'",34.05349,-118.24532,"Los Angeles CA",176.5873,-15.608,0.6624931608,79.151,1994,7,0.677,4,0.93
228,"A Girls Oath","Eluveitie","Evocation I - The Arcane Dominion",,,"Switzerland",78.18404,-14.481,0.650676969,111.127,0,0,0.651,3,0.636
229,"Because Of You","Cece Winans","Alone In His Presence",35.2225,-80.83754,"Charlotte NC",292.51873,-9.915,0.3829350901,113.636,0,0,0.528,3,1
230,"Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo","David Zinman;Pittsburgh Symphony Orchestra","Danielpour:  Concerto for Orchestra",,,,641.48853,-25.895,"nan",170.899,0,0,0.426,7,0.621
231,"Lively Up Yourself","Bob Marley","Keep on Moving",,,,173.24363,-7.236,"nan",127.765,1991,2,0.519,4,1
232,"Ku Klux Klan","Steel Pulse","Rage and Fury",,,"Birmingham England",231.49669,-6.092,"nan",153.052,1978,6,0.727,4,0.195
233,"Whosoever Will (LP Version)","Marvin Sapp","Grace And Mercy",42.99671,-85.59012,"Grand Rapids MI",393.09016,-14.668,0.3007531556,89.726,0,7,0.309,3,0.559
234,"I denna ljuva sommartid","Sofia Karlsson","Folk Songs",62.19845,17.55142,"Sweden",340.21832,-14.863,"nan",101.897,2002,0,0.954,5,0.799
235,"Wait On The Lord  (LP Version)","Shirley Caesar","He's Working It Out For You",,,"DURHAM North Carolina",408.05832,-12.411,"nan",154.483,0,8,0.71,3,0.501
236,"Communication (More Mix)","Mario Piu'","Communication (Remix)",,,,355.39546,-9.3,0.2120454055,133.015,0,7,0.774,4,0
237,"C'Est Moi L'BO$$","Ruffneck","Ma Motivation",,,,201.97832,-5.411,"nan",134.245,0,7,0.529,4,0.62
238,"By Faith I Can Touch Him Now","The Perrys","Hits & Hymns Volume II",38.8235,-75.92381,"Maryland",241.44934,-8.962,0,45.709,0,7,0.934,4,0.637
239,"Passover","Joy Division","Let The Movie Begin",,,,128.67873,-9.663,"nan",135.066,1980,10,0.063,4,0.791
240,"Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago)","Bob Crosby","1937/40 Broadcasts",,,,171.85914,-14.946,0.2658610492,100.317,0,0,0.513,4,1
241,"Blåsut","Sofia Karlsson","Söder Om Kärleken",62.19845,17.55142,"Sweden",165.69424,-10.062,0.3725300394,205.16,2009,6,0.341,1,0
242,"Soo Bawlz","Devo","Q: Are We Not Men?  A: We Are Devo / Devo Live",,,"Georgia",141.08689,-11.714,0.5096409656,155.26,1979,9,0.805,4,0.813
243,"Rock & Roll Renegade","The Frantic","Audio & Murder",51.50632,-0.12714,"London",146.15465,-5.22,"nan",112.09,0,9,0.635,4,0
244,"Over You (feat Joyo Velarde_ prod DJ Shadow)","Lyrics Born","Same !@#$ Different Day",,,"Japan",256.13016,-4.316,0.4251246583,174.293,2005,11,0.817,3,1
245,"La Barca","Nelson Ned","Canta Lo Mejor De Los Mejores",,," Ubá Minas Gerais",241.57995,-3.892,"nan",156.029,0,2,0.532,4,0.838
246,"Dama Dam Mast Kalander","Pardesi","Balle! Balle! Sounds of Bhangra",,,,368.32608,-7.071,"nan",202.036,0,0,0.254,4,0.459
247,"Avec lui","Michèle Arnaud","The Greatest Hits from 40's and 50's_ Vol. 40",,,,172.01587,-10.635,"nan",61.994,0,9,0.008,5,0.793
248,"Get Picked Up","Crazy Girl","Get Picked Up",,,,323.00363,-5.533,0,91.997,0,8,0.536,1,1
249,"Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version)","Andy Griffith","The Christmas Guest",,,,190.85016,-10.239,0,96.052,0,6,0.489,4,0.48
250,"When You're Smiling - Sheik Of Araby","Louis Prima & Keely Smith","The Vegas Years",,,,239.51628,-10.937,"nan",116.596,0,3,0.273,5,0.867
251,"Let The Chips Fall","Charley Pride","Super Hits",,,"Sledge MS",163.52608,-11.943,0.5580947631,100.893,0,0,0.698,1,0
252,"ICU","Saigon Kick","Live Around The World 1991 - 1996",26.27249,-80.25306,"Coral Springs Florida",233.66485,-8.932,0.3759843015,110.487,0,0,0.858,4,0.807
253,"Laziness","Juan Farcik","Wet Memory",,,,325.85098,-13.015,"nan",130.007,0,1,0.649,4,1
254,"Printemps","Les Ogres De Barback","Irfan_ le héros",,,,189.3873,-8.789,0.4370362041,148.633,1999,10,0.051,1,0
255,"The Wonders","Yami Bolo","Reggae Superstars 9 & 10",42.33168,-83.04792,"Detroit USA",234.03057,-10.742,0.2367716114,166.749,0,6,0.03,4,0.357
256,"Ambulance Man","Memphis Jug Band","The Best Of The Memphis Jug Band",,,"Memphis TN",161.54077,-15.963,"nan",97.754,2001,10,0.977,1,0
257,"Tomame O Dejame","Nicho Hinojosa","Nicho... En El Bar 2",,,,183.17016,-8.579,0.5622820772,159.036,0,2,0.767,4,0
258,"In A Dead World (Album Version)","Killswitch Engage","Killswitch Engage [Special Edition]",42.31256,-71.08868,"Boston MA",254.45832,-3.902,0.6047885157,104.939,0,8,0.152,3,1
259,"Holla Boyz Outro","Shade Sheist / DJ Vice / DJ Echo / Damizza","Informal Introduction",,,"Los Angeles CA",88.39791,-6.016,0,180.005,0,6,0.018,5,0.934
260,"Scenario","A Tribe Called Quest","The Best Of",,,"Queens NY",251.14077,-10.086,0.704098839,102.829,1991,2,0.161,4,1
261,"My Party (Kenna Remix)","Kings Of Leon","Charmer",36.16778,-86.77836,"Nashville Tennessee",225.27955,-6.205,0.5656665822,127.006,2007,11,0.682,4,0.589
262,"Hole In The Coal","Pentangle","Sweet Child",,,,159.68608,-17.15,"nan",121.884,0,4,0.223,4,1
263,"Green Fields  (Album Version)","Eddie Cano","Here is Fabulous Eddie Cano",,,,152.99873,-15.71,"nan",126.029,0,0,0.698,1,0.046
264,"Evalia","Placebo","The Bitter End",,,"London England",260.75383,-10.942,0.6973488123,78.245,2003,6,0.725,4,0.567
265,"Gospel Train (LP Version)","David Meece","Front Row",,,,185.33832,-6.429,0.2854586341,162.995,0,7,0.809,4,0
266,"Easter Parade (1992 Digital Remaster)","Andy Russell","Great Gentlemen Of Song / Spotlight On Andy Russell",,,,188.682,-15.413,"nan",36.773,0,7,0.69,4,0
267,"Suite nupcial (directo Enjoy 07)","Jaime Urrutia","En Joy",,,,213.68118,-4.316,"nan",72.91,0,2,0.746,4,0.571
268,"Conversation","Jimmy Riley","Love Canticle",,,,225.802,-7.284,"nan",165.67,0,5,0.546,4,0.774
269,"Liberty","Heavenly","Virus",,,"Oxford England",327.6273,-4.283,0.5037520614,175.007,0,4,0.211,4,0.612
270,"Saylarvee (LP Version)","Small Faces","Playmates",,,,136.88118,-14.946,"nan",115.745,0,0,0.55,1,0
271,"Hiraeth am Feirion","The Gentle Good","While You Slept I Went Out Walking",,,,400.48281,-16.489,"nan",85.118,0,2,0.864,5,0.679
272,"Eddie's Pad","Tom Collier","Malllet Jazz",,,,411.42812,-17.325,0.2100117795,111.743,0,0,0.515,4,1
273,"Die Art von Mann","1. Futurologischer Congress","Patchwork",,,,196.64934,-8.166,"nan",107.711,0,9,0.253,4,0.852
274,"The Call","Backstreet Boys","Black & Blue",28.53823,-81.37739,"Orlando FL",236.2771,-2.801,"nan",103.997,2000,10,0.495,4,0.611
275,"Genius","Kings Of Leon","Youth & Young Manhood",36.16778,-86.77836,"Nashville Tennessee",168.82893,-6.538,0.9102250755,125.875,2003,7,0.664,1,0
276,"She Flock To Me","Kurupt_ Rosco_ Jayo Felony & 40 Glocc","Kalifornia Love",39.95227,-75.16237,"Philadelphia PA",192.86159,-14.922,"nan",174.762,0,10,0.328,4,0
277,"Studio Dialogue (#19)","The Stooges","1970: The Complete Fun House Sessions",42.32807,-83.7336,"Ann Arbor MI",43.91138,-22.115,"nan",100.353,0,11,0,3,0.792
278,"Definition Of A Zilla'Naire","Tum Tum [DJ Drop Mix]","The Definition Of A ZillaNaire [DJ Drop Mix]",,,,87.14404,-9.285,"nan",159.252,0,5,0.44,4,0
279,"Evil Hearted Ada","Flamin' Groovies","Teenage Head",,,"San Francisco CA",199.96689,-5.24,0.6616513907,235.405,1971,4,0.581,4,1
280,"That's The Kind Of Baby For Me","Eddie Cantor","All Time Greats",40.71455,-74.00712,"New York NY",145.31873,-24.705,0.2120454055,122.887,2000,5,0.57,3,0.924
281,"Ji Nian Pin","Candy Lo","Miao......",,,,244.03546,-8.951,"nan",235.903,0,0,0.569,7,1
282,"Roll Back The Clouds","Christie Hennessy","The Platinum Collection",,,,332.69506,-15.673,"nan",126.488,0,9,1,4,0.892
283,"Oriza Eh","Roberto Roena","Apollo Sound V",,,,224.522,-6.648,0,126.291,0,1,0.712,7,1
284,"Introduction","Marga Gomez","Hung Like A Fly",,,,26.93179,-13.467,"nan",104.618,0,6,0.178,3,0.059
285,"Travellin' (Album Version)","The Jeremy Spencer Band","Flee",54.6904,-1.2323,"West Hartlepool England",206.05342,-9.1,0.2646516584,116.137,0,4,0.917,4,0.876
286,"Ooh La La","Tyrone Davis","Call Tyrone",33.39847,-91.03786,"Greenville MS",194.79465,-10.401,"nan",104.01,0,10,0.385,4,0.528
287,"The  First Of The Year","Rubyhorse","Rise",51.89834,-8.47277,"Cork City Ireland",228.20526,-13.556,0.2658610492,125.898,2002,0,0.829,3,0.993
288,"Freight Train","Elizabeth Cotten","Live!",,,"Chapel Hill NC",295.60118,-16.678,"nan",99.959,1958,2,0.184,4,0.375
289,"When Summer's Through","THE CHIFFONS","Sweet Talkin' Girls: The Best Of The Chiffons",40.85715,-73.85678,"New York NY [The Bronx]",156.36853,-9.059,0.2669551863,113.431,1963,4,0.35,4,0.401
290,"The Traveller","Atman","Bar De Lune Presents Buddhist Chillout",,,,284.31628,-11.613,0.5333127694,170.034,0,8,0.62,4,0.602
291,"Airto's Jazz Dance","Flora Purim","Perpetual Emotion",,,"Rio de Janeiro Brazil",246.67383,-14.181,0.3347065491,137.823,2001,8,0.544,5,0.69
292,"Procession","Vangelis","The City",39.37413,22.95775,"Volos Greece",573.67465,-17.629,0.5889221676,119.712,1990,4,0.66,4,0.919
293,"Bobby's Girl (Previously Unreleased Demo - Stereo)","Marcie Blane","Bobby's Girl - The Complete Seville Recordings",40.65507,-73.94888,"Brooklyn NY",143.25506,-12.682,0.6305085723,140.903,0,0,0.606,1,0
294,"Vennette","Maria Bamford","The Burning Bridges Tour",,,"Los Angeles CA",127.16363,-10.377,0.4809342128,114.597,2003,2,0.398,7,0.893
295,"Multiplayer","Babylon Disco","Natsukashii",59.37991,13.49942,"Karlstad",181.39383,-16.156,0.2637675899,89.992,2007,1,0.38,4,0.937
296,"Pickled Heads","Elliot Goldenthal","Titus - Original Motion Picture Soundtrack",40.71455,-74.00712,"New York NY",305.50159,-13.959,0.2669551863,140.629,2000,0,0.518,4,0.184
297,"Little Cry For Him (Chorinho Pra Ele) (LP Version)","Hermeto Pascoal","Slaves Mass",-9.82491,-36.74328,"Lagoa da Canoa Alagoas",131.36934,-9.349,0.2150803185,179.161,0,0,0,1,0
298,"Revelations","Marco Beltrami","Knowing",,,,209.08363,-28.231,0.3347065491,121.28,2009,8,0.052,4,0
299,"El Capiro","Mercedes Castro","Mercedes Castro Acompañada con Mariachi Y Banda - En vivo",,,,197.09342,-8.593,"nan",106.083,0,10,0.85,3,1
300,"L'Etang Chimérique","Jacques Douai","Heritage - Florilège - BAM (1954-1978)",,,,122.46159,-18.803,"nan",79.003,0,7,0.483,4,0.984
301,"Werewolf_ Semen And Blood","Beherit","Drawing Down the Moon",,,"Helsinki",185.05098,-13.213,0.5493423318,141.621,1993,8,0.269,4,0.905
302,"If You Ask Me","Nick Colionne","Keepin' It Cool",,,,215.14404,-7.114,0.6211956841,102.04,2006,8,0.594,4,1
303,"Si Te Dicen Por Ahi","Charlie Cruz","Asi Soy",,,,280.45016,-3.087,"nan",188.502,0,2,0.202,1,0
304,"Need More Blues","Sleepy John Estes","Mississippi Delta Blues Jam In Memphis",35.74595,-89.53176,"Ripley TN",197.0673,-15.163,"nan",130.889,1993,2,0.008,4,0.205
305,"Silence","Jedi Mind Tricks","Greatest Features",39.95227,-75.16237,"Philadelphia PA",205.06077,-5.688,"nan",96.054,0,11,0.626,4,0.617
306,"Beauty Queen (12"" Spoon Club Mix)","SNAP!","Beauty Queen",51.16418,10.45415,"Germany",404.37506,-9.317,"nan",130.286,2005,11,0.689,4,0
307,"Moritat (Mack The Knife)","Bobby Darin","Live! At The Desert Inn",40.85715,-73.85678,"New York NY [The Bronx]",210.38975,-7.54,0,81.895,0,1,0.007,5,0.794
308,"On The Road To Emmaus","The Steeles","For The Sake Of The Children",,,"Minnesota",231.41832,-10.447,0,117.437,0,2,0.244,4,0
309,"Loup Garou","Deville_ Willy","Loup Garou",40.71455,-74.00712,"New York New York",291.91791,-13.75,0.2120454055,103.258,1996,9,0.776,4,0.795
310,"Levallois Monte Carlo","Georges Parys","Le Cinema De Michel Audiard",,,,155.58485,-15.88,"nan",90.278,0,4,0.031,3,0.574
311,"4tx.31b","S.U.P","The Cube 1998",,,,274.54649,-9.748,"nan",154.01,1993,0,0.917,1,0
312,"Oh No","Daniel Johnston","Retired Boxer",,,"Sacramento CA",237.68771,-24.905,0.5114243257,105.641,1984,8,0.869,5,0.829
313,"The Taking Of Angelique","Dark Shadows","House Of Dark Shadows and Night Of Dark Shadows",,,"AUSTRALIA",67.05587,-24.522,"nan",110.933,0,11,0,1,0.419
314,"Question Authority","Circle Jerks","Wild In the Streets",34.05349,-118.24532,"California - LA",122.64444,-10.18,0.665544602,173.669,1982,1,0.322,4,0.304
315,"32 Lines (Album Version)","Sophie B. Hawkins","Timbre",40.79086,-73.96644,"New York NY [Manhattan]",302.86322,-7.838,"nan",129.316,1999,7,0.338,4,0.35
316,"So Many Reasons","Jake Hess","Tribute To Jake Hess",35.83073,-85.97874,"Tennessee",168.77669,-13.478,"nan",92.76,2004,6,1,4,0.686
317,"Dragonfly","Diesel Boy","Venus Envy",38.43773,-122.71242,"Santa Rosa California",140.06812,-4.564,0.3409227559,205.553,1998,0,0.435,4,0
318,"I'm Back","Eminem","The Marshall Mathers LP",,,"St. Joseph MO",312.2673,-3.989,0.8117075314,180.168,2000,11,0.313,4,1
319,"Sincerely","Don & Juan","Don & Juan",40.19033,-82.66947,"Ohio",148.16608,-10.666,"nan",98.442,0,2,0.297,3,1
320,"Merry-Go-Runaround","Bob Hope","Thanks For The Memory",51.45102,0.05102,"Eltham England",147.722,-13.21,"nan",133.325,2003,8,0.237,1,0.817
321,"Don't Know How To Be","God Lives Underwater","Empty",,,,215.40526,-5.66,0.5614285176,169.966,1995,2,0.411,4,0.952
322,"Althea Cooley","Mack and Jamie","Extreme Channel Surfing",,,,27.6371,-14.629,"nan",118.668,0,9,0.145,3,0.741
323,"Yearning Just For You","Bob Wills","For The Last Time",31.30757,-96.63166,"Kosse TX",160.26077,-12.009,"nan",88.301,0,2,0.557,1,0.177
324,"Devil's Daughter","Eric Burdon","Soldier Of Fortune",54.97938,-1.54508,"Walker-on-Tyne England",262.97424,-8.737,0.4634896622,80.031,1988,5,0.312,4,0
325,"Canción De Títeres","María Elena Walsh","Todos Cantamos Con Maria Elena",,,,114.80771,-11.836,"nan",111.104,0,1,0.801,4,0.137
326,"ONE WAY LOVE","An Cafe","Goku Tama Rock Cafe",,,,276.13995,-3.856,"nan",152.988,0,6,0.552,4,0.692
327,"Tripping Billies","DAVE MATTHEWS BAND","Live At Red Rocks 8.15.95",,,"Charlottesville VA",289.09669,-4.62,"nan",125.159,1993,11,0.217,1,0.353
328,"I'mma Break It Down","Eazy-E","Eazy Duz It",,,"Compton California",208.32608,-8.078,"nan",115.692,1988,8,0.33,4,1
329,"Things You Do To Me","Martin Sexton","Live Wide Open",,,"Syracuse NY",256.62649,-9.071,"nan",137.765,2000,1,0.332,5,0.842
330,"The Very Conscious","The Antripodean Collective","The Massacre of the Egos",,,,720.53506,-12.044,0,60.641,0,0,0.533,5,0.652
331,"Valerie","Amy Winehouse","ESSENTIAL 08",,,"London",229.85098,-7.256,0.7828988603,96.224,2007,5,0.64,4,0.858
332,"It's Good To Know Jesus","Mississippi Mass Choir","God Gets The Glory",,,,221.90975,-13.448,0.5057510376,116.49,2003,1,0.622,3,1
333,"1er Gaou","Magic Systeme","Ivoir' Compil_ Vol. 4",,,,287.34649,-7.715,"nan",120.693,0,0,0.32,4,0.985
334,"O For a Thousand Tongues","Glad","Acapella Project Vol. 1",,,,202.55302,-14.807,0,105.364,0,9,0.452,7,0.979
335,"It Ain't What It Seems","Pat Travers","Putting It Straight",43.64856,-79.38533,"Toronto Canada",225.20118,-7.284,0.3347065491,138.966,0,11,0.512,1,0
336,"November Has Come","Gorillaz","Demon Days",,,,160.96608,-8.317,0.8144317117,84.141,2005,10,0.042,5,0.045
337,"Back A Yard","The In Crowd","His Majesty Is Coming",,,,266.81424,-8.333,"nan",121.713,1979,1,0.929,4,0.418
338,"South Bound Water","Lonnie Johnson","Lonnie Johnson Vol. 2  (1926 - 1927)",29.95369,-90.07771,"New Orleans LA",189.98812,-23.005,0,86.761,0,11,0.851,1,0
339,"Ja Nun Hons Pris","Bryan Ferry","Frantic",54.89814,-1.53179,"Washington England",35.65669,-18.161,0.4348380903,82.568,2002,7,0,3,1
340,"Given Up (Album Version)","Linkin Park","Minutes To Midnight",34.05349,-118.24532,"Los Angeles CA",189.28281,-4.034,0.586924698,100.073,2007,4,0.446,4,0.438
341,"Ormhäxan","Finntroll","Ur Jordens Djup",,,,278.93506,-5.73,0.619267702,180.06,2007,2,0.431,4,0.238
